,product_id,category_id,category_code,brand,price
49,1515966223509089673,2.268105426648171e+18,electronics.tablet,samsung,208.31
50,1515966223509127579,2.268105428594328e+18,electronics.clocks,samsung,324.05
51,1515966223509088622,2.3744989140005924e+18,electronics.video.tv,lg,370.35
52,1515966223509090255,2.268105409048871e+18,computers.network.router,tp-link,31.23
53,1515966223509117354,2.2681054589023685e+18,computers.peripherals.joystick,xbox,194.42
54,1515966223509104964,2.2681054282503951e+18,electronics.telephone,panasonic,37.01
55,1515966223509090014,2.2681054301629967e+18,electronics.audio.headphone,bloody,34.7
56,1515966223509089646,2.268105428166509e+18,electronics.smartphone,huawei,127.29
57,1515966223509105062,2.2681054301629967e+18,electronics.audio.headphone,jbl,53.22
58,1515966223509104342,2.2681054301629967e+18,electronics.audio.headphone,xiaomi,25.44
59,1515966223509130259,2.2681054063561288e+18,computers.peripherals.keyboard,logitech,37.01
60,1515966223509089252,2.2681054065490668e+18,computers.peripherals.mouse,genius,5.76
61,1515966223509117561,2.268105408679772e+18,computers.components.hdd,samsung,138.87
62,1515966223509089406,2.268105428166509e+18,electronics.smartphone,apple,1433.54
63,2273948216422563972,2.2681054408249188e+18,computers.components.cpu,kenwood,416.64
64,1515966223509089399,2.268105428166509e+18,electronics.smartphone,huawei,416.64
65,1515966223509131626,2.2681054301629967e+18,electronics.audio.headphone,sony,18.5
66,1515966223509107790,2.3744989140005924e+18,electronics.video.tv,samsung,925.9
67,1515966223509089470,2.268105409048871e+18,computers.network.router,tp-link,27.75
68,1515966223509122666,2.2681054301629967e+18,electronics.audio.headphone,samsung,8.08
69,2273948308370096764,2.268105409048871e+18,computers.network.router,altel,57.85
70,1515966223509106007,2.2681054065490668e+18,computers.peripherals.mouse,hyperx,69.42
71,2273948299721441723,2.268105406691673e+18,computers.peripherals.mouse,hyperx,16.18
72,1515966223509104225,2.2681054063561288e+18,computers.peripherals.keyboard,hyperx,129.61
73,1515966223509089250,2.268105409225032e+18,computers.peripherals.monitor,lg,121.5
74,2273948227386474768,2.2681054301629967e+18,electronics.audio.headphone,jbl,10.86
75,1515966223509089779,2.3744989140005924e+18,electronics.video.tv,lg,416.64
76,1515966223509089427,2.2681054063561288e+18,computers.peripherals.keyboard,trust,18.5
77,1515966223509090277,2.268105406456792e+18,computers.notebook,microlab,27.75
78,2273948248047616169,2.2681054065490668e+18,computers.peripherals.mouse,delux,5.07
79,2273948299721441724,2.268105406691673e+18,computers.peripherals.mouse,hyperx,20.81
80,1515966223509089426,2.2681054063561288e+18,computers.peripherals.keyboard,genius,20.81
81,1515966223509117399,2.2681054065490668e+18,computers.peripherals.mouse,razer,66.88
82,1515966223509089717,2.2681054063561288e+18,computers.peripherals.keyboard,bloody,43.96
83,2273948222462362114,2.268105409225032e+18,computers.peripherals.monitor,samsung,92.57
84,1515966223509089687,2.268105409048871e+18,computers.network.router,altel,41.64
85,1515966223509115709,2.268105407220156e+18,computers.notebook,apple,1041.64
86,1515966223509132017,2.2681054301629967e+18,electronics.audio.headphone,plantronics,37.01
87,1515966223509235865,2.2681054301629967e+18,electronics.audio.headphone,huawei,196.74
88,1515966223509089729,2.268105409048871e+18,computers.network.router,d-link,13.87
89,1515966223509089559,2.268105409048871e+18,computers.network.router,tp-link,25.9
90,1515966223509088567,2.268105428166509e+18,electronics.smartphone,apple,856.23
91,1515966223510388006,2.268105406750393e+18,computers.notebook,china,13.87
92,1515966223509104702,2.268105407220156e+18,computers.notebook,hp,624.98
93,1515966223509117162,2.268105407933187e+18,computers.peripherals.printer,canon,240.49
94,1515966223509123089,2.268105428166509e+18,electronics.smartphone,vivo,150.44
95,1515966223509131981,2.2681054080254607e+18,computers.peripherals.printer,hp,115.49
96,1515966223509117329,2.2681054301629967e+18,electronics.audio.headphone,sony,45.12
97,1515966223509127915,2.2681054301629967e+18,electronics.audio.headphone,huawei,9.24
98,1515966223509336555,2.2681054301629967e+18,electronics.audio.headphone,samsung,12.71
99,2273948310383362712,2.26810540701044e+18,computers.notebook,trust,9.24
100,1515966223509108049,2.2681054065490668e+18,computers.peripherals.mouse,genius,14.56
101,1515966223509107006,2.268105428166509e+18,electronics.smartphone,xiaomi,110.86
102,1515966223509128979,2.3224765103063706e+18,computers.gaming,sony,169.65
103,1515966223509262618,2.2681054089649848e+18,computers.components.cooler,moshi,24.28
104,1515966223509381957,2.268105409938064e+18,computers.components.memory,zeppelin,15.25
105,2273948181022638226,2.2681054065490668e+18,computers.peripherals.mouse,logitech,20.81
106,1515966223509117096,2.268105428166509e+18,electronics.smartphone,huawei,161.78
107,1515966223509127640,2.268105428594328e+18,electronics.clocks,apple,532.38
108,1515966223509089501,2.268105407220156e+18,computers.notebook,asus,305.53
109,1515966223509105273,2.2681054065490668e+18,computers.peripherals.mouse,bloody,18.5
110,2273948222336532859,2.268105408679772e+18,computers.components.hdd,portcase,1.16
111,1515966223509104264,2.268105428166509e+18,electronics.smartphone,oppo,138.87
112,1515966223509089064,2.268105428166509e+18,electronics.smartphone,apple,810.16
113,1515966223509122538,2.2681054065490668e+18,computers.peripherals.mouse,logitech,109.93
114,1515966223509261504,2.2681054301629967e+18,electronics.audio.headphone,samsung,8.08
115,1515966223509261491,2.2681054065490668e+18,computers.peripherals.mouse,genius,14.56
116,1515966223509088625,2.3744989140005924e+18,electronics.video.tv,lg,543.96
117,1515966223509088510,2.268105428166509e+18,electronics.smartphone,huawei,127.29
118,1515966223510387721,2.2681054248697856e+18,electronics.telephone,pgytech,9.24
119,1515966223509104302,2.268105409225032e+18,computers.peripherals.monitor,samsung,134.24
120,1515966223509122852,2.268105409225032e+18,computers.peripherals.monitor,samsung,138.87
121,1515966223509090180,2.268105428166509e+18,electronics.smartphone,huawei,161.78
122,1515966223509104234,2.2681054062470769e+18,computers.peripherals.camera,logitech,144.65
123,1515966223509127511,2.3744989140005924e+18,electronics.video.tv,sony,694.42
124,1515966223510394247,2.2681054081177364e+18,computers.peripherals.scanner,epson,532.38
125,1515966223509104824,2.268105426648171e+18,electronics.tablet,apple,370.35
126,1515966223509090053,2.268105407220156e+18,computers.notebook,hp,835.63
127,1515966223509104999,2.2681054301629967e+18,electronics.audio.headphone,xiaomi,74.05
128,1515966223509090078,2.268105428166509e+18,electronics.smartphone,huawei,92.34
129,2273948319132680211,2.268105426648171e+18,electronics.tablet,apple,590.25
130,1515966223509128924,2.2681054301629967e+18,electronics.audio.headphone,samsung,12.71
131,1515966223509105130,2.268105409048871e+18,computers.network.router,tp-link,42.8
132,1515966223509090108,2.268105428166509e+18,electronics.smartphone,huawei,231.23
133,1515966223509104177,2.268105409048871e+18,computers.network.router,tp-link,50.9
134,1515966223509106868,2.2681054301629967e+18,electronics.audio.headphone,samsung,104.14
135,2273948308370096765,2.2681054301629967e+18,electronics.audio.headphone,jbl,53.22
136,1515966223509089295,2.268105407220156e+18,computers.notebook,hp,1127.29
137,2273948226136572726,2.2681054062470769e+18,computers.peripherals.camera,logitech,74.05
138,1515966223509340706,2.268105407933187e+18,computers.peripherals.printer,canon,312.48
139,2273948226136572724,2.2681054065490668e+18,computers.peripherals.mouse,logitech,27.75
140,1515966223509106823,2.2681054301629967e+18,electronics.audio.headphone,apple,37.01
141,1515966223509089483,2.268105428166509e+18,electronics.smartphone,huawei,92.34
142,1515966223509088564,2.2681054301629967e+18,electronics.audio.headphone,apple,324.05
143,1515966223509089562,2.268105407220156e+18,computers.notebook,apple,1041.64
144,1515966223509117072,2.26810540701044e+18,computers.notebook,trust,24.05
145,1515966223509104957,2.2681054063561288e+18,computers.peripherals.keyboard,delux,12.25
146,2273948223091508111,2.2681054062470769e+18,computers.peripherals.camera,logitech,33.54
147,1515966223509260389,2.2681054102064988e+18,computers.components.power_supply,cougar,44.42
148,1515966223509719453,2.2681054301629967e+18,electronics.audio.headphone,none,16.18
149,2273948254825611802,2.2681054301629967e+18,electronics.audio.headphone,onanoff,11.55
150,2273948305970954914,2.2681054063561288e+18,computers.peripherals.keyboard,rapoo,32.38
151,1515966223509089308,2.268105428166509e+18,electronics.smartphone,huawei,127.29
152,1515966223509630882,2.2681054102064988e+18,computers.components.power_supply,deepcool,34.47
153,1515966223509647299,2.2681054106762609e+18,computers.components.cooler,deepcool,6.69
154,2273948241915544392,2.268105428166509e+18,electronics.smartphone,apple,416.41
155,2273948218930758560,2.2681054301629967e+18,electronics.audio.headphone,samsung,12.71
156,1515966223509104166,2.268105428166509e+18,electronics.smartphone,oppo,138.87
157,1515966223509104250,2.2681054301629967e+18,electronics.audio.headphone,hyperx,113.4
158,1515966223509104943,2.268105421933773e+18,electronics.audio.microphone,trust,37.01
159,1515966223509104361,2.2681054301629967e+18,electronics.audio.headphone,panasonic,10.39
160,1515966223509105095,2.268105428594328e+18,electronics.clocks,apple,486.09
161,1515966223509130870,2.268105426648171e+18,electronics.tablet,lenovo,215.25
162,1515966223509089052,2.3744989140005924e+18,electronics.video.tv,lg,358.77
163,1515966223509104389,2.268105428166509e+18,electronics.smartphone,apple,1387.01
164,2273948305979343539,2.2681054065490668e+18,computers.peripherals.mouse,rapoo,21.97
165,1515966223509104343,2.268105421933773e+18,electronics.audio.microphone,hyperx,138.87
166,1515966223509106028,2.2681054065490668e+18,computers.peripherals.mouse,zowie,99.51
167,1515966223509127912,2.268105407220156e+18,computers.notebook,asus,412.01
168,1515966223509250877,2.268105406750393e+18,computers.notebook,ipower,2.29
169,1515966223509127675,2.268105407220156e+18,computers.notebook,hp,261.55
170,1515966223509089056,2.268105428166509e+18,electronics.smartphone,oppo,115.49
171,1515966223509089868,2.2681054065490668e+18,computers.peripherals.mouse,delux,7.85
172,1515966223509089060,2.268105407220156e+18,computers.notebook,lenovo,460.63
173,2273948181291074131,2.2681054301629967e+18,electronics.audio.headphone,logitech,28.91
174,1515966223509127502,2.2681054301629967e+18,electronics.audio.headphone,logitech,55.53
175,1515966223509089068,2.2681054301629967e+18,electronics.audio.headphone,apple,249.98
176,1515966223509352464,2.268105409048871e+18,computers.network.router,asus,27.75
177,1515966223509115693,2.268105407933187e+18,computers.peripherals.printer,canon,173.59
178,1515966223509107956,2.268105426648171e+18,electronics.tablet,apple,370.35
179,1515966223509089289,2.268105428166509e+18,electronics.smartphone,xiaomi,166.41
180,1515966223509089624,2.268105407220156e+18,computers.notebook,lenovo,532.38
181,1515966223509129555,2.2681054301629967e+18,electronics.audio.headphone,samsung,46.27
182,1515966223509123205,2.2681054080254607e+18,computers.peripherals.printer,kyocera,78.68
183,1515966223509105119,2.268105407933187e+18,computers.peripherals.printer,hp,164.1
184,1515966223509116159,2.2681054063561288e+18,computers.peripherals.keyboard,delux,15.02
185,1515966223509089455,2.2681054065490668e+18,computers.peripherals.mouse,logitech,35.86
186,1515966223509090279,2.268105428166509e+18,electronics.smartphone,huawei,231.23
187,1515966223509262107,2.2681054065490668e+18,computers.peripherals.mouse,bloody,32.38
188,1515966223509088671,2.268105428166509e+18,electronics.smartphone,apple,925.67
189,1515966223509089889,2.2681054065490668e+18,computers.peripherals.mouse,bloody,25.44
190,1515966223509104982,2.268105409048871e+18,computers.network.router,altel,32.38
191,1515966223509267362,2.268105428594328e+18,electronics.clocks,samsung,347.2
192,1515966223509105055,2.2681054087720468e+18,electronics.tablet,wacom,150.44
193,1515966223509335414,2.2681054301629967e+18,electronics.audio.headphone,razer,104.14
194,2273948308663698150,2.3744989140005924e+18,electronics.video.tv,samsung,416.64
195,2273948222336532851,2.268105426648171e+18,electronics.tablet,samsung,56.69
196,1515966223509342140,2.268105408679772e+18,computers.components.hdd,portcase,6.92
197,2273948222336532857,2.268105408679772e+18,computers.components.hdd,portcase,1.16
198,2273948222948901603,2.268105408679772e+18,computers.components.hdd,portcase,1.16
199,1515966223510235373,2.268105408679772e+18,computers.components.hdd,portcase,1.16
200,1515966223510393689,2.268105408679772e+18,computers.components.hdd,portcase,1.16
201,1515966223509089612,2.268105409048871e+18,computers.network.router,tp-link,69.42
202,1515966223509629211,2.268105408679772e+18,computers.components.hdd,portcase,1.16
203,2273948222344921468,2.268105408679772e+18,computers.components.hdd,sumdex,1.16
204,2273948312304353949,2.268105428166509e+18,electronics.smartphone,huawei,138.63
205,1515966223509130553,2.2681054098457887e+18,computers.components.hdd,toshiba,40.72
206,1515966223509629819,2.268105407664752e+18,computers.notebook,powerplant,21.74
207,1515966223509088506,2.2681054301629967e+18,electronics.audio.headphone,bloody,23.13
208,2273948235515036291,2.2681054051062264e+18,computers.desktop,philips,20.81
209,1515966223509132014,2.2681054301629967e+18,electronics.audio.headphone,plantronics,39.33
210,1515966223509131652,2.268105409938064e+18,computers.components.memory,transcend,15.02
211,1515966223509255514,2.2681054301629967e+18,electronics.audio.headphone,philips,32.38
212,1515966223509104961,2.268105407933187e+18,computers.peripherals.printer,hp,277.75
213,1515966223509130229,2.268105426648171e+18,electronics.tablet,samsung,601.83
214,1515966223509115683,2.3744989140005924e+18,electronics.video.tv,sony,300.9
215,1515966223509385771,2.2681054089649848e+18,computers.components.cooler,moshi,34.7
216,1515966223509122810,2.2681054301629967e+18,electronics.audio.headphone,panasonic,13.87
217,2273948277500019564,2.3744989140005924e+18,electronics.video.tv,sony,416.64
218,1515966223509104253,2.2681054301629967e+18,electronics.audio.headphone,hyperx,60.16
219,1515966223509118518,2.2681054591959693e+18,computers.components.videocards,gigabyte,290.25
220,1515966223509122672,2.268105409938064e+18,computers.components.memory,kingston,29.61
221,1515966223509261580,2.268105428166509e+18,electronics.smartphone,apple,1387.25
222,1515966223509127691,2.2681054301629967e+18,electronics.audio.headphone,jbl,39.33
223,1515966223509115694,2.268105428166509e+18,electronics.smartphone,huawei,347.2
224,1515966223509259781,2.2681054301629967e+18,electronics.audio.headphone,panasonic,6.92
225,1515966223509089598,2.268105428166509e+18,electronics.smartphone,huawei,138.63
226,1515966223509132022,2.2681054063561288e+18,computers.peripherals.keyboard,bloody,33.54
227,1515966223509122638,2.2681054051062264e+18,computers.desktop,oral-b,11.55
228,1515966223509090064,2.268105426648171e+18,electronics.tablet,samsung,185.16
229,1515966223509381569,2.2681054080254607e+18,computers.peripherals.printer,canon,289.33
230,1515966223509108044,2.268105428166509e+18,electronics.smartphone,oppo,115.49
231,1515966223509089551,2.268105409225032e+18,computers.peripherals.monitor,samsung,532.38
232,2273948181223965149,2.268105409048871e+18,computers.network.router,tp-link,8.77
233,1515966223509088663,2.268105409048871e+18,computers.network.router,tp-link,10.86
234,1515966223509260052,2.268105409048871e+18,computers.network.router,mercusys,7.38
235,1515966223509123416,2.268105421933773e+18,electronics.audio.microphone,trust,150.44
236,1515966223509090005,2.2681054301629967e+18,electronics.audio.headphone,trust,37.01
237,1515966223509089923,2.268105426648171e+18,electronics.tablet,huawei,115.72
238,1515966223509116142,2.268105406691673e+18,computers.peripherals.mouse,hyperx,13.87
239,1515966223509089943,2.2681054301629967e+18,electronics.audio.headphone,delux,18.5
240,1515966223509127712,2.268105409048871e+18,computers.network.router,mercusys,16.88
241,1515966223509108006,2.268105428166509e+18,electronics.smartphone,xiaomi,110.86
242,1515966223509088558,2.268105407220156e+18,computers.notebook,asus,902.75
243,1515966223510393894,2.2681054080254607e+18,computers.peripherals.printer,canon,532.38
244,1515966223509089417,2.268105428166509e+18,electronics.smartphone,apple,1213.87
245,1515966223509341471,2.268105409938064e+18,computers.components.memory,kingston,17.11
246,2273948220600091335,2.26810540701044e+18,computers.notebook,deepcool,11.55
247,1515966223509566832,2.268105428854375e+18,electronics.clocks,elari,34.7
248,1515966223509259099,2.2681054065490668e+18,computers.peripherals.mouse,genius,8.08
249,1515966223509105024,2.2681054301629967e+18,electronics.audio.headphone,hyperx,113.4
250,1515966223509128840,2.268105428166509e+18,electronics.smartphone,apple,856.23
251,1515966223509381620,2.2681054106762609e+18,computers.components.cooler,deepcool,9.24
252,1515966223509088493,2.268105428166509e+18,electronics.smartphone,apple,740.72
253,2273948181223965146,2.268105409048871e+18,computers.network.router,tp-link,32.38
254,1515966223509258225,2.268105406691673e+18,computers.peripherals.mouse,hyperx,16.18
255,2273948290980511906,2.2681054301629967e+18,electronics.audio.headphone,panasonic,9.24
256,1515966223509117497,2.2681054301629967e+18,electronics.audio.headphone,razer,92.57
257,1515966223509089709,2.268105409048871e+18,computers.network.router,asus,39.1
258,1515966223509104089,2.268105428166509e+18,electronics.smartphone,oppo,208.31
259,1515966223509266810,2.2681054063561288e+18,computers.peripherals.keyboard,hyperx,106.46
260,1515966223509089028,2.268105428166509e+18,electronics.smartphone,xiaomi,174.28
261,1515966223509259210,2.2681054065490668e+18,computers.peripherals.mouse,microsoft,31.23
262,1515966223509122427,2.268105406691673e+18,computers.peripherals.mouse,x-game,8.08
263,2273948181022638224,2.2681054065490668e+18,computers.peripherals.mouse,logitech,20.81
264,1515966223509117126,2.268105409225032e+18,computers.peripherals.monitor,samsung,189.79
265,1515966223509123260,2.268105406691673e+18,computers.peripherals.mouse,bloody,6.69
266,1515966223509259853,2.2681054065490668e+18,computers.peripherals.mouse,genius,11.55
267,1515966223509122865,2.2681054301629967e+18,electronics.audio.headphone,awei,13.63
268,2273948227663299222,2.2681054589023685e+18,computers.peripherals.joystick,sony,77.75
269,1515966223509266729,2.2681054301629967e+18,electronics.audio.headphone,jbl,92.57
270,2273948185904808614,2.2681054301629967e+18,electronics.audio.headphone,sony,4.84
271,2273948272861118569,2.3744989140005924e+18,electronics.video.tv,samsung,347.2
272,1515966223509089282,2.268105428166509e+18,electronics.smartphone,apple,418.96
273,1515966223509105133,2.2681054065490668e+18,computers.peripherals.mouse,logitech,28.91
274,1515966223509104849,2.2681054267236685e+18,computers.ebooks,amazon,180.53
275,1515966223509090232,2.268105407220156e+18,computers.notebook,lenovo,694.42
276,1515966223509106086,2.2681054301629967e+18,electronics.audio.headphone,hyperx,76.37
277,1515966223509116153,2.2681054229571832e+18,electronics.video.tv,lg,1273.13
278,1515966223509089401,2.268105428594328e+18,electronics.clocks,apple,486.09
279,1515966223509122513,2.268105408679772e+18,computers.components.hdd,samsung,50.9
280,1515966223509089693,2.268105407220156e+18,computers.notebook,hp,925.9
281,2273948227478749571,2.268105409048871e+18,computers.network.router,tp-link,32.38
282,1515966223509127905,2.2681054198533985e+18,electronics.video.tv,continent,18.5
283,1515966223509106821,2.268105409048871e+18,computers.network.router,mercusys,31.23
284,1515966223509130420,2.268105428166509e+18,electronics.smartphone,xiaomi,85.39
285,1515966223509088509,2.268105428166509e+18,electronics.smartphone,apple,925.67
286,1515966223509283035,2.268105409225032e+18,computers.peripherals.monitor,asus,722.69
287,1515966223509130894,2.268105409225032e+18,computers.peripherals.monitor,msi,178.01
288,2273948310777627549,2.268105407933187e+18,computers.peripherals.printer,canon,300.9
289,1515966223509088556,2.268105407220156e+18,computers.notebook,asus,324.05
290,1515966223509258422,2.2681054198533985e+18,electronics.video.tv,joby,25.21
291,1515966223509122460,2.26810540701044e+18,computers.notebook,trust,19.65
292,1515966223509088563,2.268105407220156e+18,computers.notebook,hp,458.31
293,1515966223509129667,2.2681054301629967e+18,electronics.audio.headphone,jbl,39.33
294,1515966223509257776,2.2681054087720468e+18,electronics.tablet,huion,85.63
295,1515966223509255430,2.2681054051062264e+18,computers.desktop,oral-b,17.34
296,1515966223509106893,2.268105426648171e+18,electronics.tablet,apple,539.33
297,2273948296223391915,2.268105408679772e+18,computers.components.hdd,apple,64.79
298,2273948237578633993,2.268105409048871e+18,computers.network.router,d-link,13.87
299,1515966223509090087,2.2681054301629967e+18,electronics.audio.headphone,hyperx,50.9
300,1515966223509128871,2.268105428594328e+18,electronics.clocks,samsung,277.75
301,2273948315575910629,2.2681054104917115e+18,computers.components.hdd,samsung,74.05
302,1515966223509127890,2.268105409225032e+18,computers.peripherals.monitor,hp,263.66
303,1515966223509104779,2.268105428166509e+18,electronics.smartphone,huawei,277.75
304,1515966223509267832,2.2681054089649848e+18,computers.components.cooler,satechi,52.99
305,2273948181223965148,2.268105409048871e+18,computers.network.router,tp-link,13.87
306,1515966223509104780,2.268105422042825e+18,electronics.audio.acoustic,sony,624.98
307,1515966223509258211,2.268105411422847e+18,computers.components.hdd,none,75.21
308,1515966223509130824,2.268105411422847e+18,computers.components.hdd,transcend,74.05
309,1515966223510209112,2.2681054248697856e+18,electronics.telephone,pgytech,11.55
310,1515966223509105101,2.3744989140005924e+18,electronics.video.tv,lg,1967.57
311,1515966223509106807,2.2681054065490668e+18,computers.peripherals.mouse,delux,11.32
312,1515966223509260319,2.268105406691673e+18,computers.peripherals.mouse,x-game,2.75
313,2273948222537859717,2.2681054063561288e+18,computers.peripherals.keyboard,delux,24.28
314,1515966223509122835,2.2681054301629967e+18,electronics.audio.headphone,neo,20.81
315,1515966223509105876,2.268105409938064e+18,computers.components.memory,kingston,33.56
316,1515966223509117416,2.2681054301629967e+18,electronics.audio.headphone,apple,37.01
317,1515966223509714647,2.2681054301629967e+18,electronics.audio.headphone,sony,9.24
318,1515966223509105893,2.268105428166509e+18,electronics.smartphone,apple,1212.94
319,1515966223509089838,2.268105426648171e+18,electronics.tablet,samsung,185.16
320,2273948312304353946,2.268105428166509e+18,electronics.smartphone,huawei,162.01
321,1515966223509117400,2.268105411422847e+18,computers.components.hdd,samsung,122.66
322,1515966223509298649,2.2681054301629967e+18,electronics.audio.headphone,bloody,37.01
323,1515966223509089784,2.268105428166509e+18,electronics.smartphone,apple,925.67
324,1515966223509089822,2.268105428166509e+18,electronics.smartphone,oppo,277.52
325,2273948296122728473,2.2681054530051776e+18,computers.components.cpu,ergolux,2.99
326,1515966223510207573,2.2681054530051776e+18,computers.components.cpu,ergolux,1.6
327,1515966223509089465,2.2681054301629967e+18,electronics.audio.headphone,samsung,104.14
328,2273948246437003591,2.2681054589023685e+18,computers.peripherals.joystick,x-game,57.85
329,1515966223509128945,2.3744989140005924e+18,electronics.video.tv,lg,462.94
330,1515966223509123370,2.268105407933187e+18,computers.peripherals.printer,canon,277.75
331,1515966223509117382,2.2681054087720468e+18,electronics.tablet,xiaomi,34.7
332,1515966223509127580,2.3744989140005924e+18,electronics.video.tv,tcl,324.05
333,2273948227671687840,2.2681054301629967e+18,electronics.audio.headphone,jbl,10.86
334,1515966223509090254,2.268105421933773e+18,electronics.audio.microphone,trust,19.65
335,1515966223509089708,2.268105406691673e+18,computers.peripherals.mouse,bloody,9.24
336,1515966223509088503,2.2681054301629967e+18,electronics.audio.headphone,delux,15.02
337,1515966223510403320,2.268105428166509e+18,electronics.smartphone,huawei,300.9
338,1515966223509258406,2.2681054065490668e+18,computers.peripherals.mouse,genius,8.08
339,1515966223509089789,2.3744989140005924e+18,electronics.video.tv,sony,925.9
340,1515966223509105025,2.268105428166509e+18,electronics.smartphone,vivo,185.16
341,1515966223509088577,2.268105407220156e+18,computers.notebook,asus,499.98
342,1515966223509104705,2.268105428166509e+18,electronics.smartphone,honor,354.14
343,1515966223509106165,2.2681054301629967e+18,electronics.audio.headphone,huawei,196.74
344,1515966223509107929,2.2681054301629967e+18,electronics.audio.headphone,hyperx,131.92
345,2273948222219092225,2.268105409048871e+18,computers.network.router,tp-link,28.91
346,1515966223509105056,2.2681054087720468e+18,electronics.tablet,xp-pen,120.35
347,1515966223509298261,2.2681054408249188e+18,computers.components.cpu,bosch,254.61
348,1515966223509130920,2.268105411422847e+18,computers.components.hdd,transcend,99.51
349,1515966223509129563,2.2681054063561288e+18,computers.peripherals.keyboard,delux,23.13
350,1515966223509117420,2.2681054301629967e+18,electronics.audio.headphone,sony,45.12
351,1515966223509104919,2.268105428594328e+18,electronics.clocks,apple,532.38
352,1515966223509261570,2.268105428166509e+18,electronics.smartphone,apple,1110.63
353,1515966223509089533,2.268105428166509e+18,electronics.smartphone,apple,763.63
354,1515966223509302879,2.2681054301629967e+18,electronics.audio.headphone,jbl,69.42
355,1515966223509259576,2.268105409225032e+18,computers.peripherals.monitor,samsung,833.31
356,1515966223509107943,2.2681054104917115e+18,computers.components.hdd,kingston,27.29
